source_group,target_group,min_beta_assignment_ge_0_5,min_beta_assignment_eq_1,invariant_violation_at_min_beta_ge_0_5,invariant_violation_at_min_beta_eq_1,rsm_pearson_at_min_beta_ge_0_5,rsm_pearson_at_min_beta_eq_1,final_beta,final_target_assignment_rate,final_invariant_violation_score,final_rsm_pearson,final_relative_perturbation_norm
logic,causality,0.5,0.75,0.0002430622287096229,0.0006648109043912998,2.0,1.0,0.0052384763098977105,0.9947615236901023,1.007108449935913
logic,analogy,0.5,0.75,0.0003885092047469785,0.0009703679245414154,2.0,1.0,0.006569112734496452,0.9934308872655035,0.8896021842956543
logic,definition,0.5,0.75,9.203471068752744e-05,0.00026376332717203965,2.0,1.0,0.003325213412989636,0.9966747865870104,0.9467310309410095
causality,logic,0.75,0.75,0.006512560265031331,0.006512560265031331,2.0,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289
causality,analogy,0.5,0.75,0.00161559546335599,0.003597561196052479,2.0,1.0,0.011996740720265797,0.9880032592797342,1.0345412492752075
causality,definition,0.5,0.75,0.00016229115561960938,0.0004214930977544107,2.0,1.0,0.004286965533553233,0.9957130344664468,0.6921558380126953
analogy,logic,0.75,0.75,0.001975150913399726,0.001975150913399726,2.0,1.0,0.010795786820302244,0.9892042131796978,0.8622111678123474
analogy,causality,0.75,0.75,0.0019109922918736366,0.0019109922918736366,2.0,1.0,0.00637066433877842,0.9936293356612216,1.0987924337387085
analogy,definition,0.75,0.75,0.002175512169488525,0.002175512169488525,2.0,1.0,0.00873854377351757,0.9912614562264824,1.0084397792816162
definition,logic,0.5,0.75,0.0017470356033819634,0.004489160842186646,2.0,1.0,0.029167040328107463,0.9708329596718925,0.891890287399292
definition,causality,0.5,0.75,0.00255001956314016,0.00563945696506063,2.0,1.0,0.026044871284214954,0.973955128715785,0.7145602107048035
definition,analogy,0.5,0.75,0.0023973826868903814,0.005575501420701512,2.0,1.0,0.02304075098193359,0.9769592490180664,0.9802051186561584
